percentage,amount,time
1.79,1958.00,1582620155782
1.82,1958.50,1582620157743
1.83,1958.70,1582620159738
1.82,1958.60,1582620161741
1.85,1959.00,1582620163780
1.85,1959.00,1582620165925
1.79,1958.00,1582620167763
1.78,1957.70,1582620169756
1.80,1958.10,1582620171780
1.80,1958.10,1582620173781
1.84,1958.80,1582620175741
1.80,1958.15,1582620177781
1.81,1958.25,1582620179753
1.84,1958.80,1582620181780
1.81,1958.25,1582620183778
1.83,1958.75,1582620185782
1.83,1958.75,1582620187944
1.84,1958.80,1582620189753
1.81,1958.40,1582620191780
1.84,1958.80,1582620193753
1.84,1958.90,1582620195789
1.84,1958.80,1582620197781
1.84,1958.80,1582620199778
1.85,1959.00,1582620201765
1.85,1959.00,1582620203780
1.81,1958.25,1582620205779
1.84,1958.80,1582620207779
1.86,1959.20,1582620209785
1.86,1959.20,1582620211743
1.87,1959.40,1582620213778
1.86,1959.20,1582620215779
1.85,1959.00,1582620217779
1.91,1960.30,1582620219747
1.93,1960.60,1582620221778
1.90,1960.10,1582620223779
1.91,1960.30,1582620225778
1.93,1960.60,1582620227780
1.90,1960.00,1582620229781
1.95,1961.00,1582620231748
1.90,1960.05,1582620233766
1.90,1960.05,1582620235742
1.85,1959.00,1582620237736
1.88,1959.65,1582620239780
1.85,1959.00,1582620241779
1.84,1958.80,1582620243772
1.79,1958.00,1582620245778
1.82,1958.55,1582620247780
1.78,1957.75,1582620249764
1.74,1957.00,1582620251777
1.71,1956.30,1582620253778
1.70,1956.25,1582620255779
1.81,1958.40,1582620257741
1.79,1958.00,1582620259777
1.82,1958.55,1582620261761
1.89,1959.80,1582620263778
1.82,1958.45,1582620265754
1.81,1958.35,1582620267741
1.79,1958.00,1582620269743
1.79,1958.00,1582620271758
1.79,1958.00,1582620273776
1.84,1958.95,1582620275778
1.84,1958.95,1582620277767
1.84,1958.95,1582620279775
1.85,1959.00,1582620281775
1.84,1958.95,1582620283767
1.85,1959.00,1582620285778
1.83,1958.70,1582620287779
1.83,1958.65,1582620289776
1.89,1959.90,1582620291778
1.83,1958.70,1582620293766
1.83,1958.70,1582620295775
1.88,1959.70,1582620297781
1.88,1959.70,1582620299777
1.86,1959.25,1582620301777
1.88,1959.70,1582620303739
1.88,1959.70,1582620305773
1.88,1959.70,1582620307775
1.88,1959.70,1582620309776
1.86,1959.30,1582620311734
1.90,1960.00,1582620313772
1.89,1959.80,1582620315776
1.86,1959.30,1582620318162
1.90,1960.00,1582620319774
1.89,1959.95,1582620321776
1.90,1960.00,1582620323777
1.90,1960.00,1582620325746
1.90,1960.00,1582620327733
1.89,1959.95,1582620329738
1.89,1959.95,1582620331767
1.90,1960.00,1582620333765
1.90,1960.00,1582620335737
1.87,1959.45,1582620337773
1.89,1959.95,1582620339989
1.91,1960.25,1582620341761
1.90,1960.00,1582620343773
1.95,1961.00,1582620345749
1.95,1961.00,1582620347764
1.96,1961.20,1582620349736
2.01,1962.20,1582620351772
2.00,1962.00,1582620353737
2.00,1962.00,1582620355774
2.04,1962.75,1582620357770
2.06,1963.15,1582620359773
2.02,1962.40,1582620361732
2.02,1962.40,1582620363756
2.05,1963.00,1582620365774
2.05,1963.00,1582620367779
2.00,1962.05,1582620369772
2.02,1962.35,1582620371775
1.97,1961.30,1582620373773
2.00,1961.95,1582620375774
1.99,1961.70,1582620377775
1.99,1961.70,1582620379774
1.99,1961.70,1582620381774
1.97,1961.35,1582620383747
1.99,1961.70,1582620385751
2.00,1962.00,1582620387773
2.00,1962.00,1582620389773
2.00,1962.00,1582620391772
2.03,1962.50,1582620393740
2.03,1962.50,1582620395746
2.01,1962.20,1582620397732
2.03,1962.50,1582620399750
2.03,1962.50,1582620401771
2.05,1963.00,1582620403735
1.99,1961.85,1582620405772
2.04,1962.70,1582620407775
2.03,1962.50,1582620409735
1.98,1961.60,1582620411730
1.95,1961.00,1582620413736
1.95,1961.00,1582620415771
1.94,1960.85,1582620417771
1.89,1959.90,1582620419767
1.86,1959.25,1582620421771
1.86,1959.25,1582620423736
1.95,1961.00,1582620425962
1.95,1960.95,1582620427746
1.90,1960.00,1582620429740
1.94,1960.85,1582620431773
1.90,1960.00,1582620433772
1.95,1961.10,1582620435749
1.96,1961.25,1582620437772
1.95,1960.95,1582620439772
1.93,1960.65,1582620441773
1.98,1961.60,1582620443757
1.94,1960.90,1582620445735
1.91,1960.20,1582620447940
1.99,1961.85,1582620449773
1.99,1961.85,1582620451743
2.00,1962.00,1582620453730
2.00,1962.00,1582620455759
1.94,1960.80,1582620457771
1.96,1961.20,1582620459728
1.98,1961.60,1582620461771
1.96,1961.20,1582620463771
1.95,1961.00,1582620465771
1.96,1961.20,1582620467767
1.95,1961.00,1582620469744
1.96,1961.20,1582620471769
1.99,1961.75,1582620473729
1.98,1961.50,1582620475738
2.05,1963.00,1582620477771
1.99,1961.80,1582620479764
2.05,1962.90,1582620481771
2.04,1962.80,1582620483770
2.05,1963.00,1582620485772
2.05,1963.00,1582620487768
1.96,1961.25,1582620489770
1.98,1961.65,1582620491773
1.99,1961.75,1582620493750
2.04,1962.65,1582620495759
1.98,1961.50,1582620497732
1.99,1961.75,1582620499770
1.99,1961.75,1582620501769
1.99,1961.80,1582620503769
1.99,1961.75,1582620505751
1.99,1961.80,1582620507770
1.99,1961.80,1582620509770
2.03,1962.60,1582620511769
1.99,1961.80,1582620513767
2.01,1962.10,1582620515726
1.99,1961.75,1582620517741
1.98,1961.50,1582620519769
1.99,1961.75,1582620521767
1.96,1961.25,1582620523769
2.00,1962.00,1582620525771
2.05,1962.90,1582620527769
1.99,1961.80,1582620529737
2.05,1962.85,1582620531768
2.02,1962.45,1582620533751
2.02,1962.45,1582620535768
1.99,1961.80,1582620537770
2.00,1961.95,1582620539770
2.00,1961.95,1582620541730
1.99,1961.85,1582620543746
1.97,1961.35,1582620545747
2.00,1961.95,1582620547770
1.98,1961.50,1582620549770
1.98,1961.50,1582620551768
1.98,1961.50,1582620553771
1.98,1961.50,1582620555728
1.98,1961.50,1582620557731
1.98,1961.50,1582620559768
1.99,1961.80,1582620561743
2.00,1961.95,1582620563767
1.98,1961.50,1582620565742
