amount,time
1962.25,6985-02-01 21:01:16
1962.35,6985-02-01 21:06:15
1962.35,6985-02-01 21:11:17
1961.30,6985-02-01 21:16:17
1962.00,6985-02-01 21:21:17
1962.10,6985-02-01 21:26:14
1962.00,6985-02-01 21:31:13
1962.05,6985-02-01 21:36:12
1962.05,6985-02-01 21:41:14
1962.05,6985-02-01 21:46:16
1962.05,6985-02-01 21:51:16
1962.00,6985-02-01 21:56:17
1962.00,6985-02-01 22:01:15
1962.00,6985-02-01 22:06:13
1962.00,6985-02-01 22:11:16
1962.50,6985-02-01 22:16:15
1962.15,6985-02-01 22:21:16
1962.80,6985-02-01 22:26:16
1962.00,6985-02-01 22:31:16
1962.70,6985-02-01 22:36:16
1962.70,6985-02-01 22:41:13
1961.55,6985-02-01 22:46:16
1962.00,6985-02-01 22:51:14
1962.90,6985-02-01 22:56:13
1962.00,6985-02-01 23:01:16
1961.60,6985-02-01 23:06:17
1962.00,6985-02-01 23:11:16
1962.10,6985-02-01 23:16:12
1962.25,6985-02-01 23:21:16
1961.40,6985-02-01 23:26:17
1961.10,6985-02-01 23:31:12
1962.40,6985-02-01 23:36:16
1962.35,6985-02-01 23:41:12
1962.35,6985-02-01 23:46:16
1962.00,6985-02-01 23:51:16
1962.00,6985-02-01 23:56:16
1962.00,6985-02-02 00:01:16
1961.35,6985-02-02 00:06:16
1962.50,6985-02-02 00:11:16
1962.00,6985-02-02 00:16:16
1962.00,6985-02-02 00:21:14
1961.95,6985-02-02 00:26:16
1961.50,6985-02-02 00:31:13
1962.00,6985-02-02 00:36:13
1962.45,6985-02-02 00:41:15
1961.45,6985-02-02 00:46:16
1961.95,6985-02-02 00:51:16
1961.95,6985-02-02 00:56:16
1961.45,6985-02-02 01:01:15
1961.45,6985-02-02 01:06:16
